05.05.2026                                                       ¡ÒÃáÊ´§ÃÒÂ¡ÒÃáººä´¹ÒÁÔ¡                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  ÇÑÊ´Ø        |¤ÓÍ¸ÔºÒÂÇÑÊ´Ø                           |Plnt|ãºÊÑè§|â¤Ã§¢èÒÂ  |        Í§¤ì»ÃÐ¡Íº WBS|MvT|»Á.µéÍ§¡ÒÃ|RemovedQty|»ÃÔÁÒ³µèÒ§|ÇÑ¹µéÍ§¡ÒÃ|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|       51 |        0 |       51 |17.03.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        6 |        0 |        6 |17.03.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        4 |        0 |        4 |17.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|       11 |        0 |       11 |17.03.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        3 |        0 |        3 |17.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        4 |        0 |        4 |17.03.2026|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        3 |        0 |        3 |17.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        8 |        0 |        8 |17.03.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        9 |        0 |        9 |17.03.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|       18 |        0 |       18 |17.03.2026|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        5 |        0 |        5 |17.03.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-02-042-0102|CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.      |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        8 |        0 |        8 |17.03.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-04-002-0004|H.R.C. FUSE 150-160 A.DIN OR BS         |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-04-002-0102|FSD, FULL INSULATED, 1X400A, 400V       |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-05-000-0011|TR., 30KVA,1P,22-0.48/0.24KV, SC        |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-05-010-0003|BRACKET,ST.,FOR TR. SECONDARY LEAD      |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        6 |        0 |        6 |17.03.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  9-04-002-0015|STEEL 15 MM.,750 MM.LONG                |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        5 |        0 |        5 |17.03.2026|
|  9-09-001-0037|CONCRETE 1/2/4                          |D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        2 |        0 |        2 |17.03.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005265134|C-69-D-NGECS.0043.02.2|281|        6 |        0 |        6 |17.03.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|       45 |        0 |       45 |17.03.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        6 |        0 |        6 |17.03.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        4 |        0 |        4 |17.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|       11 |        0 |       11 |17.03.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        3 |        0 |        3 |17.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        4 |        0 |        4 |17.03.2026|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        3 |        0 |        3 |17.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        6 |        0 |        6 |17.03.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        9 |        0 |        9 |17.03.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|       18 |        0 |       18 |17.03.2026|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        7 |        0 |        7 |17.03.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-02-042-0102|CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.      |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        8 |        0 |        8 |17.03.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-04-002-0013|H.R.C. FUSE, BLADE CONTACT, 100 A       |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-05-000-0011|TR., 30KVA,1P,22-0.48/0.24KV, SC        |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  1-05-010-0003|BRACKET,ST.,FOR TR. SECONDARY LEAD      |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        6 |        0 |        6 |17.03.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        2 |        0 |        2 |17.03.2026|
|  9-09-001-0025|CONCRETE 1/3/5                          |D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        1 |        0 |        1 |17.03.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005265680|C-69-D-NPNSR.0226.02.2|281|        6 |        0 |        6 |17.03.2026|
|  1-00-001-0012|POLE 12.2 M.                            |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        2 |        2 |        0 |17.03.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        2 |        0 |        2 |17.03.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|       45 |       45 |        0 |17.03.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        6 |        6 |        0 |17.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        6 |        0 |        6 |17.03.2026|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        2 |        2 |        0 |17.03.2026|
|  1-01-021-0300|ANCLE GUY ATTACHMENT 30 DEG.            |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        2 |        2 |        0 |17.03.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        2 |        2 |        0 |17.03.2026|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        1 |        0 |        1 |17.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|       12 |       12 |        0 |17.03.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|      130 |      130 |        0 |17.03.2026|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        1 |        1 |        0 |17.03.2026|
|  1-02-018-0002|TAPE,PVC,O/D,0.18X19X20,000 MM. TIS.386 |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        5 |        0 |        5 |17.03.2026|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|    0.130 |    0.130 |        0 |17.03.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        4 |        4 |        0 |17.03.2026|
|  1-02-030-0101|CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        2 |        2 |        0 |17.03.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        1 |        1 |        0 |17.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        6 |        6 |        0 |17.03.2026|
|  1-03-003-0100|INSULATOR,STRAIN,CLASS 54-1 TIS.280     |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        2 |        2 |        0 |17.03.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        3 |        3 |        0 |17.03.2026|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        1 |        1 |        0 |17.03.2026|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        3 |        3 |        0 |17.03.2026|
|  9-09-001-0035|¤ÍÁ»ÒÇ´ìªèÇÂ¡ÒÃÊÑÁ¼ÑÊ·Ò§ä¿¿éÒ           |D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|    0.020 |        0 |    0.020 |17.03.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005265688|C-69-D-NPNSR.0227.02.1|281|        3 |        0 |        3 |17.03.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        1 |        0 |        1 |17.03.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        1 |        0 |        1 |17.03.2026|
|  1-00-011-0004|CROSSARM (FOR D/E) 120X120X2,500 MM.    |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        2 |        0 |        2 |17.03.2026|
|  1-01-000-0100|ST. CHANNEL, 100X50X5 MM. 2.25 M.LONG   |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        1 |        0 |        1 |17.03.2026|
|  1-01-010-0000|WIRE,ST. SOLID DIA. 4.0 MM.TIS.71       |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|    0.350 |        0 |    0.350 |17.03.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|    2.500 |        0 |    2.500 |17.03.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        2 |        0 |        2 |17.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        4 |        0 |        4 |17.03.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        1 |        0 |        1 |17.03.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        4 |        0 |        4 |17.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        1 |        0 |        1 |17.03.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        4 |        0 |        4 |17.03.2026|
|  1-01-014-0001|BOLT,ROUND EYE M.16X200 MM.             |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        1 |        0 |        1 |17.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|       27 |        0 |       27 |17.03.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        3 |        0 |        3 |17.03.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        2 |        0 |        2 |17.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        6 |        0 |        6 |17.03.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        2 |        0 |        2 |17.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        9 |        0 |        9 |17.03.2026|
|  1-01-023-0012|CLAMP, DOUBLE BOLTS, ST. WIRE 25 SQ.MM. |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        2 |        0 |        2 |17.03.2026|
|  1-02-026-0202|PREFORMED D/E,SAC 22kV 50sq.mm. 21.80mm |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        3 |        0 |        3 |17.03.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        3 |        0 |        3 |17.03.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        3 |        0 |        3 |17.03.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        5 |        0 |        5 |17.03.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        9 |        0 |        9 |17.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        3 |        0 |        3 |17.03.2026|
|  1-04-003-0006|FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K   |D060|      |8005265694|C-69-D-TPNCS.0028.02.1|281|        3 |        0 |        3 |17.03.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        0 |        2 |17.03.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|       25 |       25 |        0 |17.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        4 |        4 |        0 |17.03.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        1 |        1 |        0 |17.03.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        3 |        3 |        0 |17.03.2026|
|  1-01-013-0003|BOLT,DOUBLE ARMING,ROUND EYE M.16X600MM.|D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        2 |        0 |17.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|       14 |        0 |       14 |17.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        4 |        0 |        4 |17.03.2026|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        1 |        0 |        1 |17.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        8 |        8 |        0 |17.03.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        7 |        7 |        0 |17.03.2026|
|  1-02-020-0000|TAPE,ARMOR,AL 1X10 MM.                  |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|    0.200 |    0.200 |        0 |17.03.2026|
|  1-02-020-0003|COVERED TIE WIRE.AL.4.0 MM.             |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|    5.200 |    5.200 |        0 |17.03.2026|
|  1-02-026-0202|PREFORMED D/E,SAC 22kV 50sq.mm. 21.80mm |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        2 |        0 |17.03.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        2 |        0 |17.03.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        0 |        2 |17.03.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        4 |        4 |        0 |17.03.2026|
|  1-03-001-0101|INSULATOR,PIN POST,22 KV. P/A           |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        2 |        0 |17.03.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        6 |        6 |        0 |17.03.2026|
|  1-03-014-0011|CLEVIS,THIMBLE,FOR PREFORMED DEAD-END   |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        4 |        4 |        0 |17.03.2026|
|  1-04-000-0000|S.A., 21 KV. 5 KA.                      |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        2 |        0 |17.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        2 |        0 |17.03.2026|
|  1-04-003-0003|FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K  |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        2 |        0 |17.03.2026|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        1 |        1 |        0 |17.03.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        2 |        0 |        2 |17.03.2026|
|  9-09-001-0025|CONCRETE 1/3/5                          |D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        1 |        0 |        1 |17.03.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005265698|C-69-D-NPNSR.0224.01.1|281|        3 |        0 |        3 |17.03.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005265699|C-69-D-NPNSR.0225.02.1|281|        3 |        3 |        0 |17.03.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005265699|C-69-D-NPNSR.0225.02.1|281|        1 |        0 |        1 |17.03.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005265699|C-69-D-NPNSR.0225.02.1|281|       33 |       33 |        0 |17.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005265699|C-69-D-NPNSR.0225.02.1|281|        5 |        5 |        0 |17.03.2026|
